severity,file,term,first_use_char_offset,occurrences,gloss_anywhere_on_page,first_use_in_table_or_callout,first_use_in_faq,term_load_bearing_for_page,first_use_context
LOW,43917_cant-afford-to-repay-business-loan.html,the Gazette,2433,1,no,no,no,no,"y. Winding-up petition where the presumption is not rebutted. Advertisement in The Gazette freezes company bank accounts. For secured loans (typically over £100,000, or anything secured on s"
LOW,44055_cant-pay-staff-wages.html,IP (insolvency practitioner),7566,3,yes,no,no,no,"the orderly wind-down route where rescue is not viable. Directors initiate it, a licensed IP takes control, employees are made redundant (unlocking RPS access), and assets are realised and distributed"
LOW,44055_cant-pay-staff-wages.html,National Insurance Fund,4241,1,no,no,no,no,"tlements from the Insolvency Service 's Redundancy Payments Service (RPS), paid from the National Insurance Fund. What the Redundancy Payments Service covers Unpaid wages , up to 8 weeks, subject to t"
LOW,44055_cant-pay-staff-wages.html,Schedule 6,10731,1,no,no,no,no,"es are preferential creditors for up to 4 months' wages capped at £800 per employee under Schedule 6 of the Insolvency Act 1986, paid ahead of floating-charge holders and unsecured creditors from comp"
LOW,44055_cant-pay-staff-wages.html,misfeasance,9984,1,no,no,no,no,employment-related obligations (rare); wrongful trading findings; fraudulent trading; or misfeasance . You can also face personal liability where HMRC issues a Personal Liability Notice for unpaid PAY
LOW,44055_cant-pay-staff-wages.html,moratorium,7123,1,no,no,no,no,han current operations. Administration Administration imposes a statutory moratorium on creditor action while an administrator pursues rescue or sale of the business. Where the trading operation
LOW,44055_cant-pay-staff-wages.html,preferential debt / creditor,4051,2,yes,no,no,no,"a specific safety net where your company enters formal insolvency. Your employees become preferential creditors for unpaid wages up to a statutory cap, and can claim certain statutory entitlements fro"
LOW,44055_cant-pay-staff-wages.html,wrongful trading,2371,4,yes,no,no,no,director can face. Continued trading without a realistic rescue plan becomes wrongful trading under section 214 of the Insolvency Act 1986. Personal contribution to creditor losses is the remedy.
LOW,46579_bounce-back-loan-fraud.html,CVL,14952,1,yes,no,no,no,"se rules to live cases every week. Company Debt is an insolvency advisory firm. Where a CVL or Administration is the right answer, we can act as the licensed IP under separate engagement. The 0800 num"
LOW,46579_bounce-back-loan-fraud.html,misfeasance,4415,4,yes,no,no,no,stematic. The reputational weight of any of those is significant. Even a civil misfeasance finding stays on the public record; a disqualification is published on the register and widely indexed; a cr
LOW,46579_bounce-back-loan-fraud.html,wrongful trading,18779,1,no,no,no,no,I Default on a Bounce Back Loan? : the difference between not paying and misusing. Wrongful Trading : the conduct test a liquidator applies to directors. Creditors' Voluntary Liquidation : the formal 
LOW,46674_what-is-a-creditor.html,CVL,8401,1,yes,no,no,no,"What creditors can do: Vote on the appointment of the liquidator in a CVL, or ratify the administrator's proposals in administration. Request further information from the off"
LOW,46674_what-is-a-creditor.html,Schedule 6,2020,1,no,no,no,no,"rs into classes, and the class determines your place in the distribution order set out in Schedule 6 of the Insolvency Act 1986: Fixed-charge secured creditors , typically a bank with a mortgage over"
LOW,46674_what-is-a-creditor.html,Schedule B1,8824,1,no,no,no,no,"llenge officeholder decisions , fees, decisions, conduct, under the applications route in Schedule B1 or the Insolvency Rules. For a creditor owed £12,000 in a £3 million estate, the committee rarely "
LOW,47451_chinese-takeaway.html,misfeasance,3861,1,no,no,no,no,"y had no realistic means of paying. The director's personal exposure (wrongful trading, misfeasance, potential disqualification) increased every week he continued to trade. A voluntary CVL would let h"
LOW,47550_what-is-the-insolvency-service.html,CVA,5215,1,no,no,no,no,"blurred constantly. A licensed insolvency practitioner (the person you appoint for a CVL, CVA, or administration ) is a regulated professional working within an authorised body such as the ICAEW or IP"
LOW,47550_what-is-the-insolvency-service.html,CVL,5210,1,no,no,no,no,"gets blurred constantly. A licensed insolvency practitioner (the person you appoint for a CVL, CVA, or administration ) is a regulated professional working within an authorised body such as the ICAEW "
LOW,47550_what-is-the-insolvency-service.html,winding-up order (vs petition),9782,1,yes,no,no,no,"ent agency; the Official Receiver is the operational role within it. When a compulsory winding-up order is made, the Official Receiver is automatically appointed liquidator until either a private IP t"
LOW,47772_insolvency-act-1986.html,IP (insolvency practitioner),3637,5,yes,no,no,no,"from creditor action while a rescue plan is developed. Managed by a ""monitor"" (a licensed IP), directors remain in day-to-day control. Administration, Schedule B1 . Replaced the old sections 8–2"
LOW,47772_insolvency-act-1986.html,IVA,11780,2,yes,no,no,no,"al debt over (usually) five years. Used by directors whose PGs have been called. See our IVA guide . Bankruptcy, Parts IX–XI . The personal equivalent of liquidation. Assets vest in a trustee, d"
LOW,47772_insolvency-act-1986.html,Schedule 6,9888,1,no,no,no,no,"first. The Order of Distribution in the Insolvency Act 1986 Section 175 and Schedule 6 set out the priority waterfall, who gets paid before whom from the liquidation estate: Fixed-charg"
LOW,47772_insolvency-act-1986.html,advertised / advertisement (notice sense),9250,1,no,no,no,no,unless validated by the court. This is why banks freeze accounts the moment a petition is advertised. An avoidance claim does not require dishonesty; for preferences it requires an influence test that
LOW,47772_insolvency-act-1986.html,execution (enforcement sense),5137,2,yes,no,no,no,"ass without payment, security, or compromise. Section 123(1)(b)–(d) , unsatisfied execution of a judgment debt (England & Wales, Scotland, and Northern Ireland variants). Section 123(1)(e), cas"
LOW,47772_insolvency-act-1986.html,preferential debt / creditor,1874,4,yes,no,no,no,"The Third Group of Parts (Parts XII–XIX) contains the cross-cutting provisions: preferential debts, malpractice offences, insolvency practitioners' regulation, and miscellaneous and supplementary prov"
LOW,47772_insolvency-act-1986.html,presented (vs served),9099,1,no,no,no,no,"et aside. Section 127, post-petition dispositions . Once a winding-up petition is presented, any disposition of the company's property is void unless validated by the court. This is why banks freeze a"
LOW,48170_creditors-guides-to-insolvency-practitioners-fees.html,CVL,19245,3,yes,no,yes,no,"he additional fees within eight weeks of the disclosure. For a straightforward CVL with limited assets and no contentious work, fixed fees of £3,500 are common. Time-cost cases of similar comp"
LOW,48170_creditors-guides-to-insolvency-practitioners-fees.html,preferential debt / creditor,17576,2,yes,no,no,yes,lation of the office-holder whose fees you are scrutinising. Preferential and Non-Preferential Creditors : where unsecured creditors sit in the distribution after fees and disbursements come out. Freq
LOW,48758_automotive.html,Time to Pay,8993,4,no,no,no,no,"routes below is a defeat, and we talk dealers through each of them every week. Time to Pay arrangement. If the business is viable and the problem is a specific HMRC arrears, a Time to Pay arrangemen"
LOW,48758_automotive.html,wrongful trading,12147,1,yes,no,yes,no,"rsonal guarantee to a stocking lender or bank, an overdrawn director's loan account, or a wrongful trading finding. Selling stock subject to a lender's or manufacturer's rights can also create persona"
LOW,49488_care-homes.html,CVA,8831,2,yes,no,no,no,"eads PAYE or VAT over a manageable period and keeps you trading. Restructuring plan or CVA. For a viable operator carrying too much debt or rent, a Part 26A restructuring plan or a CVA can reduce l"
LOW,49488_care-homes.html,Time to Pay,8618,4,no,no,no,no,"ough each of them every week, with the residents kept at the centre throughout. Time to Pay arrangement. If the home is viable and the problem is a specific HMRC arrears, a Time to Pay arrangement s"
LOW,49488_care-homes.html,wrongful trading,11663,1,no,no,yes,no,"a personal guarantee to a lender or landlord, an overdrawn director's loan account, or a wrongful trading finding. Guarantees survive the company's closure, so it is worth checking what you have signe"
LOW,49550_charity.html,Time to Pay,10131,3,no,no,no,no,"every week. Once insolvency is likely, keep operating only on informed advice. Time to Pay arrangement. Where the charity is viable and the issue is a defined HMRC arrears, a Time to Pay arrangement"
